p_img,p_tab,e_img,e_tab,label
0.35120272905061994,0.9609692456431203,0.9351376101392901,0.23783044846001972,1
0.3448390485839335,0.0495524879848132,0.9293742397486882,0.2844929085718258,0
0.6322792105620352,0.9611177332232879,0.9489059648393754,0.23714374296286242,1
0.6512758706167645,0.40724104510758735,0.9329234303168659,0.9750290520451205,1
0.5766712570157118,0.9512204530178606,0.9829711813930496,0.2811897646144302,1
0.6174667243882456,0.9604551171071203,0.9598115638215126,0.24020158900369637,1
0.6515361953415397,0.9609213676653202,0.9326886149410764,0.23805168716477682,1
0.4242758349884052,0.11269182372860494,0.9833909067016071,0.5079822985409034,0
0.651643670364589,0.9381536056887341,0.9325915458638749,0.3347312242338755,1
0.6040357915347271,0.9610485940006707,0.9685407979278333,0.23746359449733137,1
0.3606296543615354,0.9608005775853948,0.9432046086441777,0.2386094532917803,1
0.4054897016465761,0.9607859395564301,0.9740714203032852,0.23867700856235063,1
0.3961065223535473,0.8530307612458401,0.968627443577259,0.6022035641502883,1
0.4247857202099758,0.6013666804316642,0.983614679855884,0.9701455215785613,0
0.47517406014100083,0.46691973811556736,0.9982209239342428,0.9968401993345779,0
0.35099387114566294,0.9610674451280204,0.934952535938858,0.23737640378461294,1
0.6512432200187864,0.9607674406586443,0.9329528510812332,0.2387623702087932,1
0.4401150868053353,0.049749439894313026,0.9896275238289949,0.2853316410374997,0
0.38156894603679403,0.049573918156322304,0.9591425870849379,0.28458422787671833,0
0.3434405597671426,0.04999234617692217,0.9280730937640953,0.28636444334065114,0
0.5522286619153652,0.052893429313069305,0.9921147609152765,0.2985631549151557,0
0.3477015846448926,0.9527182057986919,0.9319986083466809,0.2747360294412099,1
0.3553018313190653,0.051218454154087066,0.9387141173227785,0.2915504874634164,0
0.5817150309632567,0.1883459247847262,0.9806465544384819,0.6979984103330712,0
0.34574527875603195,0.914842550778853,0.9302107209666908,0.42009603968763326,1
0.34341400859617915,0.7441645135713302,0.9280482697431327,0.8203968141677922,1
0.5415391233568606,0.1369996078514124,0.9950155198916164,0.5763267935272018,1
0.6377214408323675,0.6904135133859424,0.9445583243357148,0.8926955514454117,1
0.6495383822129885,0.052632893863927124,0.9344796436796188,0.2974777319977091,0
0.4095540040530518,0.06613057878226339,0.9762656870562344,0.35131491811047527,0
0.5030567061341562,0.04953179124727891,0.9999730403272102,0.2844047012580278,0
0.6069823173733933,0.9610151839733997,0.9667193785952591,0.23761808976165483,1
0.47358234787671993,0.05003395715595647,0.9979853704122699,0.28654118714567123,0
0.650532692715173,0.04991631421573271,0.9335914156604181,0.2860413595601041,0
0.6404611131381146,0.22673091006828658,0.9422997649458442,0.7722688707061678,0
0.36631536410457016,0.06431143865657903,0.9478008595572602,0.3443271221058988,0
0.6400389267312943,0.960910553804915,0.9426508724048497,0.23810164459140123,1
0.3498628036854402,0.055703005837822755,0.9339454677466376,0.310145828044495,0
0.5513939375659664,0.9610400435079995,0.9923652356447472,0.2375031379378388,1
0.6442597845460758,0.9608415112425233,0.9390903379237882,0.23842049874242383,1
0.5939191170583575,0.9311818176917004,0.974396728338105,0.36149778160424945,1
0.36155882184054317,0.2468199192970897,0.9439695253496994,0.8061987987296535,0
0.3497376400024276,0.20875875291952942,0.9338335273733,0.739103432865609,0
0.4582342611054563,0.29784277807241744,0.9949609224572631,0.8786379204134556,1
0.3875269608134794,0.960134077687555,0.9631850508648974,0.24167710985426177,1
0.3483749386161857,0.05887384141015448,0.9326083583407184,0.3229581739186383,0
0.35093286064131934,0.6273919445292969,0.934898420874331,0.9526535980054608,0
0.34381856770328595,0.9128436033300041,0.9284260231984591,0.42690633349245527,1
0.5826420388512549,0.9611301686653309,0.9802029114713876,0.2370861946097464,1
0.5536041377576156,0.049443673032545786,0.9916931542768785,0.2840290037330961,0
0.6225409395119946,0.9610435920480742,0.9562276509852663,0.2374867273560723,1
0.34564091955669424,0.7989264974854133,0.9301146608610662,0.7240699113281112,0
0.5776716211926952,0.9574614991961955,0.982522090667334,0.25381244807529146,1
0.3477898715371146,0.05007469007861174,0.932078720022659,0.286714150477597,0
0.6510256167774409,0.9610436590170294,0.9331487558294765,0.23748641764671424,1
0.44753585090906944,0.0495589541105932,0.9920433634228993,0.2845204638279699,0
0.5402424255142942,0.8309692014606069,0.9953221889342738,0.6554828466332473,0
0.34339583770601606,0.2611821628895606,0.9280312782671148,0.828525038011983,1
0.3434932263977695,0.472368198738028,0.9281223210910392,0.9977958344888598,0
0.6054778173189053,0.049532877070665476,0.9676559493778973,0.28440932924907514,0
0.344905828668009,0.9608441849948605,0.9294360589412831,0.23840815415421734,1
0.6409266010305451,0.9610284448769756,0.9419113517814997,0.23755677359328292,1
0.3727394309649177,0.9608207202472422,0.9527523007788947,0.2385164804334956,1
0.5225368421280174,0.9610896678020351,0.9985339870420806,0.23727360131117745,1
0.3433894805774264,0.476532926375266,0.9280253332604869,0.9984104215634202,1
0.643493523677274,0.8349672955112722,0.939745036971463,0.6462145762082199,1
0.36449347982655267,0.2915752068409461,0.9463500122617927,0.8707473615797889,0
0.34884295964906237,0.049529575637550005,0.933030473236385,0.28439525778516295,0
0.624197557426115,0.9610426881581525,0.9550233942512987,0.2374909075323106,1
0.5285419146269342,0.04963511573305411,0.9976481650142128,0.2848449286153406,0
0.5532789614810656,0.9608961882948308,0.9917938229814565,0.23816800283650746,1
0.3434027480933048,0.06986380071934405,0.9280377403722933,0.3654151762236216,0
0.47259192055082266,0.9608090326189807,0.9978314000349344,0.23857042912937548,1
0.6517508882596815,0.9610904719000454,0.9324946358721429,0.23726988118281445,1
0.3595471268581476,0.35662026671153024,0.9423066283464703,0.9398419453683711,0
0.5425829113062276,0.7236672152496864,0.9947615663188847,0.8504057232147598,0
0.5142093295200385,0.05113521880705964,0.9994173467426428,0.29119985219532485,0
0.3684095777129148,0.049487837675161184,0.9494430919960302,0.2842173322202687,0
0.39028790049035245,0.7016465937429175,0.9649850894999412,0.8792687925626753,1
0.6057649495529438,0.9608756686636449,0.9674782619496411,0.2382627749192745,1
0.34607468842881556,0.9506388629421765,0.9305134789528637,0.28367689026518067,1
0.445729072278159,0.04953983336828869,0.9914847973630325,0.28443897748913904,0
0.3599627547009332,0.04960512728770837,0.9426522685207057,0.28471719261826456,0
0.59147403812145,0.05011495500289751,0.9757199828902954,0.2868850770999066,0
0.3690251238302403,0.04959340266321665,0.9499206147630239,0.2846672440142359,0
0.37683974065435366,0.9607998528791032,0.9557794181805868,0.23861279804237875,1
0.6313839584168447,0.049597580330312335,0.9496035224160454,0.2846850419655893,0
0.34568172983687745,0.9597721224338678,0.9301522340026145,0.2433360254723443,1
0.37459209260855997,0.04972743354635719,0.9541328770355939,0.28523798440569303,0
0.37309974269200574,0.04961791121363116,0.9530224574388109,0.28477164920637293,0
0.6320693377609927,0.9610607313864855,0.9490699384492267,0.23740745792301488,1
0.5158090665028044,0.9607494035826512,0.9992787441121893,0.23884558820491547,1
0.6194330189980628,0.659187449018307,0.9584414791537191,0.925594138861753,1
0.4894623173621318,0.9569463380010113,0.9996795746119127,0.25612206221891176,1
0.6518541723806905,0.3825365542040911,0.9324012123649342,0.959813828562049,1
0.34869875456199495,0.049664922067473576,0.9329005609248147,0.2849718616551714,0
0.5907936282019506,0.9606276306882707,0.9760818631210515,0.2394070886991421,1
0.6519225257406402,0.33438074085216,0.9323393474618935,0.91933968229896,1
0.577533533622446,0.9609940233149755,0.9825844339120907,0.23771591903291506,1
0.6260504690598511,0.9608856351348881,0.953656445847163,0.23821674573839416,1
0.48280105921654365,0.1589483333683379,0.9991463229364209,0.6317876875663724,1
0.34630089496221905,0.9609110344407976,0.9307209830661256,0.2380994242649473,1
0.635750768193427,0.3531198774473312,0.9461539361531015,0.9368235495030575,1
0.3509617617985219,0.9561611743658517,0.9349240585460321,0.2596243335148358,1
0.47686473743854707,0.9550613287461467,0.9984550711862556,0.26449466409195266,1
0.6436605508667745,0.9607381203850759,0.9396026425218095,0.23889763937672226,1
0.5340424903547413,0.9609339123770004,0.9966535587278866,0.2379937279937766,1
0.6293759050097799,0.10047610935475743,0.9511500843508331,0.4705030102582796,0
0.3898310036447311,0.049552847381437524,0.9646904026202014,0.28449444016643555,0
0.5196509208349895,0.05080156150709125,0.9988854945260546,0.28979222411077116,0
0.651643877563743,0.9593093712584112,0.9325913586552599,0.24544978507050652,1
0.5583515101140746,0.10955375289652809,0.9901531157187398,0.4985684731961666,0
0.3630975701564479,0.04986471056559565,0.945224401907612,0.28582197920975383,0
0.5746962020922047,0.15869367343440438,0.9838404762072679,0.6311752275574021,1
0.5700508282741318,0.8919569017621415,0.9857943615152173,0.4939849875596557,1
0.4006053235809314,0.2846814289444338,0.971303584927948,0.8617514327621506,0
0.6519431686063835,0.08570625959536722,0.93232065828458,0.42197310679310257,1
0.6491485430332511,0.2851119613932049,0.934826180772554,0.8623230562481867,1
0.6424668847055257,0.049460540658457695,0.9406164179421962,0.2841009383455988,0
0.5619146975273305,0.05493111922883346,0.9889106173876734,0.30698568921409086,0
0.6290979957343641,0.5817856401103778,0.9513621585703269,0.9806129419597737,1
0.35901078914858325,0.9608049362900843,0.9418590051741651,0.23858933605554353,1
0.34412225430636584,0.05824808248782315,0.9287089001184705,0.32045084342210095,0
0.4444988707678932,0.12714099110033178,0.991093572546899,0.5495448805049854,0
0.6000458767213767,0.9608669367621038,0.9709237519670888,0.23830309922680898,1
0.47274303247822974,0.049733907846190535,0.9978552587013875,0.2852655398588558,0
0.4566468248761384,0.9609588807412482,0.9945701000748544,0.23787835097018073,1
0.590834707930223,0.04979691910412873,0.9760600929917282,0.2855336570763658,0
0.6449500839230458,0.8960460212720363,0.9384973764620718,0.4814055432245289,1
0.5817635576966023,0.0495699100494228,0.9806234571551855,0.28456714940296596,0
0.6515327242490203,0.9609109096323714,0.9326917487318824,0.23810000082585428,1
0.6323581872998079,0.9586784200553581,0.9488441895449021,0.24831911468760995,1
0.640616124238036,0.20012983028960063,0.9421705711338698,0.7221876794853632,0
0.4933187892465115,0.05025631725230908,0.9998711964590461,0.2874847781199658,0
0.6481030901414245,0.9375251147344961,0.9357507569658478,0.3371919383308686,1
0.6374901127865279,0.961051112151832,0.9447468809267652,0.23745194827334407,1
0.44145197435419387,0.9608254607448571,0.9900865264408235,0.2384945973705727,1
0.36694488225125615,0.05890317119310755,0.948297375027499,0.3230754434150428,0
0.37899204813955706,0.5270304912934548,0.9573270255775644,0.9978907689624468,0
0.584919106255954,0.9609551978782177,0.9790915140835911,0.2378953707234748,1
0.5611009114945191,0.15332356554719226,0.9892009396163153,0.6180954097782476,0
0.40172642806717085,0.5040599326222851,0.9719515360122413,0.9999524394400153,0
0.3871850510853864,0.9608582928315669,0.9629589155693237,0.23834301439901387,1
0.36574770378027355,0.049523557608650744,0.9473510209736312,0.284369606708567,0
0.35064868386436704,0.961049837529442,0.9346460512262886,0.23745784331848527,1
0.34667240153683904,0.9587214836834793,0.9310610665007603,0.2481237408610198,1
0.6236969084438695,0.8492364437295841,0.9553891128162662,0.6117478106404338,1
0.6108005428044386,0.9609988329426447,0.9642809864311065,0.23769368483162323,1
0.6355126462944217,0.9606940470823113,0.9463450989106266,0.23910090983656807,1
0.6515451061322749,0.3587910839698161,0.9326805697015093,0.9416751203699096,0
0.4473573194642881,0.9608012069827153,0.9919890187241911,0.23860654840614837,1
0.3930724179635148,0.13638062196351647,0.9667536918910218,0.574680928128778,1
0.6485695915859769,0.960962023003061,0.9353390478598863,0.23786382910525328,1
0.5650791350141479,0.6365239038326815,0.9877447844017615,0.9455308317969429,1
0.4126281678892627,0.9020149820707006,0.9778599119790925,0.46257551323849255,1
0.6518998282856919,0.9609104894785313,0.9323598936502522,0.2381019417503378,1
0.36317771241035324,0.9609295848653845,0.945289354409488,0.2380137226786128,1
0.6512862355890051,0.049523790179152365,0.9329140892431755,0.2843705980311305,0
0.3710992078143348,0.04982338046690979,0.9515123561082057,0.2856462158852698,0
0.6042857469718681,0.9610367613649148,0.9683883206323141,0.23751831610791144,1
0.5404468738610437,0.9610725992158344,0.9952744855393632,0.2373525625818402,1
0.34412895277032013,0.9609472796272462,0.9287151329341632,0.23793196186818497,1
0.6186771824691459,0.049610578264289606,0.9589709317847646,0.28474041313800136,0
0.6487823018906209,0.04945371846760836,0.9351508639880237,0.2840718451039783,0
0.6442556180984094,0.04993929330512531,0.9390939077584523,0.2861390234890968,0
0.605253529196892,0.9610601033760351,0.9677944002890518,0.23741036267093227,1
0.6310260074244768,0.960602964038582,0.9498810380507126,0.23952075882502294,1
0.5658604576705114,0.06853590478911549,0.9874478868036267,0.360436027823998,0
0.613831282664545,0.9608603666287084,0.9622825260927329,0.23833343846471272,1
0.41376860414134015,0.4753005775689136,0.9784370165736139,0.9982390180766427,0
0.6292829823531704,0.6502782889319931,0.9512210473322595,0.9338192741728304,1
0.3519603111820807,0.04956204146943245,0.9358066052859557,0.28453362008965316,0
0.3637525459659224,0.04957597582601865,0.9457540629004806,0.2845929953803973,0
0.6518434872877779,0.9610941132381269,0.932410880488696,0.23725303436067746,1
0.6409663016172701,0.9116576082682776,0.9418781619000667,0.4309126011062623,1
0.3435512479838278,0.049806430906163934,0.9281765331336405,0.2855741199254799,0
0.377680486964617,0.48938963350654496,0.9563873368650154,0.9996751387546793,0
0.6517231788269128,0.3021286741792235,0.9325196883279718,0.8838774305498955,1
0.34343054484168634,0.9608879596425773,0.9280637308379542,0.2382060096767532,1
0.3869240241482555,0.9571945524502937,0.9627857967965088,0.2550104129557676,1
0.651902313820092,0.9610177231164996,0.9323576438546959,0.2376063497189741,1
0.47739914755504204,0.9407205965415928,0.998525644678903,0.32457775384404597,0
0.6425939477551184,0.8862966904241404,0.9405089296842146,0.510986183421958,0
0.6514077542091908,0.9609658493919859,0.9328045238737555,0.237846145055489,1
0.3434621956187019,0.1296694834161428,0.9280933188712852,0.5565310448089535,0
0.48042724551071037,0.04956535986647451,0.9988943455904152,0.28454776055635916,0
0.3473012913399038,0.06316419206699238,0.9316347594127896,0.33987957920778294,0
0.3561732223785075,0.9400519306153009,0.9394607562401444,0.32723873951471316,1
0.347177408839493,0.1092291857070949,0.9315219490782242,0.4975865627668886,0
0.6447354350563836,0.11977232456658121,0.9386820795644284,0.5287060650020705,0
0.5383071753234945,0.04951883817588724,0.995761712115804,0.2843494899549357,0
0.5594574912420829,0.04959944375015195,0.98977541111382,0.28469298044781177,0
0.6497320412289874,0.9281021385590307,0.9343071376401764,0.3729665156786125,1
0.6401760761419052,0.12533235040052557,0.9425369357802303,0.5444967408028961,0
0.6501740898517107,0.1826758763558744,0.9339124822713698,0.6858960056508547,1
0.3668043864006893,0.20953895395519348,0.9481867761259393,0.7406005425838726,0
0.5305034623647465,0.3104527578939341,0.9973135885844318,0.8936953984446585,0
0.3887650177747395,0.960865846060383,0.9639979447660099,0.23830813593005726,1
0.35442064732044765,0.049564634979043974,0.9379542241106431,0.28454467167009373,0
0.34381658340635424,0.36439297956927613,0.9284241729335292,0.946269378201783,0
0.36517824510788743,0.04969071170790236,0.9468977437186393,0.28508166731726775,0
0.34339711831406156,0.9607321191906097,0.9280324758242016,0.23892532185055018,1
0.3445214423845585,0.26908114695076024,0.9290798377176557,0.8401430477648543,0
0.37210893846309184,0.9610112046900997,0.952277638845709,0.23763648797154582,1
0.5934475511704324,0.2481060553679811,0.9746547169031385,0.8082624699434787,0
0.6483784469519731,0.05848804529972277,0.9355079083682697,0.32141355338131095,0
0.3461927698035116,0.08765857174002785,0.9306218382248463,0.42860576627695807,0
0.427977890749588,0.04960673471234228,0.9849807577982956,0.28472404015285735,0
0.4727357237064004,0.07864836301101076,0.997854107780235,0.39739861514828223,0
0.595682501187355,0.04951882701693718,0.9734202086578355,0.28434944238869675,0
0.6485474175041542,0.049450041166953285,0.9353586486878143,0.28405616265815914,0
0.6461813116305909,0.959405853198118,0.9374323076189557,0.24500972978893992,1
0.5301769709904863,0.04980531875029703,0.997370823207751,0.2855693889985317,0
0.6332721971261875,0.04963240872526805,0.9481264376323877,0.2848333992259149,0
0.6362249288634215,0.049757473128384466,0.9457722308117227,0.28536582592856374,0
0.48659467769872955,0.9609212848310521,0.9994814255732904,0.23805206985618851,1
0.6392986583456156,0.961107405043856,0.943263815862858,0.2371915348531477,1
0.6516674115610409,0.17665755525157753,0.9325700934385153,0.6727101576943519,1
0.3490338755756093,0.9607829899066571,0.9332022635068492,0.23869062035725083,1
0.6191746031440957,0.04948888010657879,0.9586228889473951,0.2842217766716401,0
0.6317495862211605,0.9610495459613535,0.9493192350501812,0.2374591917930139,1
0.6294346132807849,0.22031529073786874,0.9511052226118633,0.760742796844873,1
0.43996824104424875,0.960764669873227,0.989576468588427,0.23877515464285076,1
0.6451305096866712,0.3615025638628206,0.938341897438069,0.943923365727598,1
0.6008523943783107,0.31324464364692406,0.9704497913811583,0.8968834063731423,1
0.6503188452212714,0.04969629579325427,0.9337829771643529,0.28510544024125367,0
0.6223753447076454,0.04981892986606675,0.9563471011791723,0.28562728583890745,0
0.5870439016329921,0.049731266600906536,0.9780266501452359,0.28525429853360285,0
0.5332203739606106,0.9608213885715174,0.9968133560677521,0.2385133953702542,1
0.6426784939364626,0.050007762424271004,0.940437352136027,0.28642993041658094,0
0.4158468081490696,0.04959668192384851,0.9794687800771822,0.28468121456483675,0
0.3864273141921641,0.05017461572348552,0.9624552232792385,0.2871382495227325,0
0.6471058252854373,0.04963644126874697,0.9366262733153595,0.28485057410923476,0
0.3489289135528045,0.4875878013516416,0.9331078450603789,0.9995554234164171,1
0.34900955560128655,0.1059201127644854,0.9331803927334965,0.48748578499188777,0
0.38232677472365595,0.11860502813786353,0.9596687876975236,0.5253377243506704,0
0.5390996892878466,0.9608869609494877,0.995584350068974,0.23821062230492163,1
0.6306728906340069,0.04953416694401254,0.9501540278652898,0.28441482689389946,0
0.3850251770492853,0.5555413942082311,0.9615139617286798,0.9910806181879085,1
0.5845559023646949,0.9610342487102592,0.9792708516594807,0.2375299355218401,1
0.5094066775157013,0.1576260313230626,0.9997446695163619,0.6285998980614642,0
0.47972428735591716,0.1550409683290328,0.998813477771471,0.6223128652824743,0
0.3513385274906539,0.46099505784509354,0.9352577963508941,0.9956057460821834,1
0.5264686888471984,0.04981574822127179,0.9979775750511553,0.285613752760457,0
0.6089757467904743,0.08241417881127759,0.9654573550651107,0.4106290933211188,1
0.5384567978860924,0.13786725035121675,0.9957285062877481,0.5786259638767618,0
0.5851448132149105,0.04954484199458597,0.9789796728500482,0.2844603236960319,0
0.6513419103153463,0.960743551455645,0.9328639026383818,0.2388725855986213,1
0.343452963229295,0.06777953721630788,0.9280846888370543,0.35758214394108834,0
0.6507068389942261,0.961011376783772,0.933435203544855,0.2376356923093449,1
0.3455675140588424,0.960800217859892,0.930047051268012,0.23861111354218392,1
0.35466993824919196,0.39346302930645644,0.9381696977130769,0.966998038156074,0
0.35144162344885893,0.07102337136885917,0.9353489618033284,0.3697311194706908,0
0.6235072488354672,0.1942327217080424,0.9555272546325279,0.7102424831982621,1
0.6499864271694903,0.8177812984066184,0.93408017647994,0.6849067560895694,1
0.34877445249026656,0.9606274489473099,0.9329687725814201,0.2394079262920527,1
0.5598314191819062,0.9610938599267965,0.9896460912200631,0.23725420633403388,1
0.5976757052537286,0.04952365501586818,0.972293992763813,0.28437002190318,0
0.590148856512503,0.04954441193714175,0.9764222394576232,0.28445849086931335,0
0.3484575896479774,0.0643895879743699,0.9326830036799225,0.344628930449126,0
0.3566502345804123,0.07137566247834684,0.9398674536462327,0.3710365098081079,0
0.3445743539410146,0.04943584584186697,0.9291289283084738,0.28399562049534727,0
0.6461800421347603,0.5621515585876254,0.9374334107153277,0.9888253868600826,0
0.3434457294799978,0.9609608127657248,0.9280779266632357,0.2378694222243019,1
0.6393826346117388,0.9592026311675225,0.9431944558355414,0.24593622707691096,1
0.642301251639262,0.8352153122411604,0.9407563820425024,0.6456341509404747,1
0.42951530243147784,0.04980293737016115,0.9856172554188765,0.2855592588748441,0
0.41527605382751254,0.053554636479861674,0.979187974838762,0.30130907065162904,0
0.647769567749239,0.9610355886727373,0.9360442619149019,0.23752373908629365,1
0.6218755452049644,0.9608768941299781,0.9567066060643435,0.23825711542741868,1
0.40203722850932516,0.1610648627742871,0.9721298295527134,0.6368509692917262,0
0.6513309760766867,0.04958744428689755,0.9328737605911942,0.284641858852887,0
0.3448115871685905,0.050880546205935025,0.9293488100962568,0.2901257436367669,0
0.377151594615533,0.07156361695254908,0.9560054169616498,0.3717318562334802,0
0.3558791845857814,0.9608652252007529,0.939209348462067,0.2383110029499055,1
0.6491249651340906,0.960430776665571,0.9348471088368714,0.24031359624514448,1
0.6518686030552499,0.05523684559592004,0.9323881539986312,0.30823931504164553,0
0.36756521151576405,0.9608993070247331,0.9487842354212646,0.23815359723814353,1
0.3654370216646099,0.9437872557010542,0.9471039745598759,0.3122237478890286,1
0.3534110567073813,0.0496792296941666,0.9370775803889448,0.285032782363285,0
0.4125532820310399,0.04971803444008645,0.977821746052719,0.2851979783224522,0
0.6454442059097187,0.9608090356292831,0.9380710862981578,0.2385704152348529,1
0.6439279518885729,0.05970545743111456,0.9393743117524738,0.3262745839200084,0
0.6515700419677576,0.049447123704732664,0.9326580533310203,0.2840437203714773,0
0.6518871243140394,0.04968581978413321,0.9323713921088351,0.28506084032482837,0
0.34845546773075087,0.049684796515546976,0.9326810878374536,0.2850564837443782,0
0.34883091117524445,0.3762408346040304,0.9330196239945643,0.9553437187002449,0
0.40531324514489175,0.6919504714495565,0.9739739166936789,0.8909091298072822,1
0.3462089756610265,0.04945298275513108,0.9306367028546372,0.2840687075718533,0
0.490359712549557,0.9271456025336484,0.9997318292462248,0.37648653431324797,1
0.4923730078671576,0.9244460128044315,0.9998321474378117,0.3863162817450305,1
0.6124542805101145,0.1034048443339081,0.9631974370809364,0.4796966990069292,0
0.5899781345417143,0.04972601836409692,0.9765119486884744,0.28523196103746623,0
0.6467705174270422,0.1669968608329958,0.9369192341466326,0.6507885427988407,1
0.6519450326497805,0.9607495036661583,0.9323189705251813,0.23884512648210474,1
0.34334352552622305,0.2186777552788861,0.9279823497068185,0.7577457629845248,0
0.6518527051314242,0.8504475886535396,0.9324025400096221,0.6087190796044162,0
0.3695004809748815,0.15248597874885603,0.9502877764115459,0.6160266604493718,0
0.3433634543629911,0.05013940774752837,0.928000991585376,0.2869888562440217,0
0.34441523495114135,0.928792175378123,0.9289812459858697,0.37041493592130015,1
0.6518090660951326,0.05600148527709652,0.9324420206596392,0.3113634233312982,0
0.37604571469121223,0.05556773029964154,0.9552012943436143,0.30959319092672427,0
0.5837634431922156,0.9610597451413071,0.9796594207008054,0.23741201961358754,1
0.5511448917652856,0.9606866828612228,0.992439179346742,0.23913486711901724,1
0.37964790507546975,0.049540447284021044,0.9577929689548239,0.2844415939708793,0
0.651141061122207,0.9610897171238922,0.9330448605673836,0.23727337312622987,1
0.36994586262272117,0.9610400878755908,0.9506305155010564,0.23750293275842987,1
0.3622091872410153,0.8256956020811508,0.944501713821335,0.6674573258628316,0
0.6019359521073736,0.10718802956649959,0.9698068642016382,0.491375504081112,1
0.6155469604922408,0.24726656025388521,0.96112644273742,0.8069169096749741,1
0.34692120230762064,0.9157225496644702,0.931288331395818,0.41707457007822846,1
0.34403029983569994,0.9013302784930919,0.9286233089311113,0.46476447062660553,1
0.6406890398850227,0.955097073443889,0.9421097476066695,0.26433702407981213,1
0.3508735571079954,0.9598223504802847,0.9348457972622615,0.243106113462483,1
0.3494577369026073,0.04953330816150941,0.9335828358660547,0.28441116663231036,0
0.37170122172181985,0.049804517206855435,0.9519693853402741,0.2855659793420403,0
0.6361245613395021,0.9608924806920982,0.9458531448424943,0.23818512798751712,1
0.362226857839705,0.04976245888500929,0.9445161366523294,0.28538704149258576,0
0.5097840006482114,0.958888921590778,0.9997237735898856,0.24736345477213864,1
0.3501159535453853,0.05001063639787542,0.9341715690945407,0.2864421380451835,0
0.45409768747635115,0.9610274650088763,0.9939118499717946,0.23756130456888191,1
0.3759322522131963,0.06958109488688434,0.9551183667615746,0.36435843113084027,0
0.6351517873425604,0.9604203381360286,0.9466341211181364,0.24036162426261715,1
0.5007074838939423,0.049943974956187485,0.9999985557652366,0.2861589191072989,0
0.6329857693829344,0.04962403084747737,0.9483519211509159,0.2847977156712652,0
0.6507631616618982,0.5820318134576474,0.9333846399782058,0.9804955234368792,1
0.6141675804830259,0.9607893606056509,0.9620573295130509,0.23866122097577552,1
