label,p_img,p_tab,pred_rule,abstain
0,0.44004174695326703,0.050131026111328414,0,0
0,0.41998096609035035,0.060590300632279624,0,0
1,0.578481473659806,0.9610481094438763,1,0
1,0.5450243349912292,0.960755038512218,1,0
0,0.4617295357137142,0.049751334707994546,0,0
0,0.4292115974692052,0.07074117832269318,0,0
1,0.508253391753867,0.9610839896489244,1,0
0,0.4684920392211125,0.05612299297138233,0,0
0,0.4260190776436861,0.8139689909713392,1,0
0,0.35972051204984445,0.13879823330667673,0,0
0,0.40207370916843554,0.12867144303702233,0,0
1,0.43326026530633827,0.9605800125308249,1,0
1,0.6295098160209691,0.9605323580696572,1,0
0,0.4622412780485524,0.04947721302369769,0,0
1,0.3584017375425042,0.9608742381886068,1,0
1,0.46365465112505605,0.9609854958693608,1,0
0,0.40434696034776146,0.10269307212750485,0,0
0,0.4930725241672072,0.04990511155743501,0,0
1,0.39366446291751284,0.9609087599616402,1,0
0,0.355664720023654,0.049498487643503924,0,0
1,0.46271091156250693,0.41755956074668815,-1,1
1,0.5731949748431838,0.9610992189791612,1,0
0,0.4648080683156973,0.0497901388760356,0,0
1,0.5427154115752999,0.4080364041574812,-1,1
1,0.4485864753434307,0.9170365920499624,1,0
0,0.35230161820073974,0.0745398383395252,0,0
1,0.61855097124573,0.9603192064336856,1,0
1,0.4931915496584207,0.9607976231800435,1,0
1,0.6011979584418862,0.9608104090424044,1,0
1,0.37169296830624526,0.9606218586096147,1,0
0,0.5804633786628666,0.0867994419774166,0,0
0,0.4369571101947369,0.0495359207681951,0,0
1,0.5519384330275242,0.15533540862864928,0,0
0,0.3660947428115698,0.04997089899653868,0,0
1,0.5751348056407749,0.356612412166644,0,0
1,0.6169404653739532,0.4531327385961813,1,0
0,0.5712381164449101,0.060784553037677526,0,0
0,0.3820627071006231,0.05905890630107396,0,0
1,0.5130189160767055,0.9609495280931347,1,0
0,0.476063691517268,0.07042881566499014,0,0
1,0.45446416814014273,0.9609773043843041,1,0
1,0.5310661073872311,0.6644339784938964,-1,1
0,0.4114193749387315,0.34421450104935924,-1,1
1,0.40453424830330215,0.5504432416399142,-1,1
1,0.40862240050389076,0.9610452986136586,1,0
1,0.3747240952300478,0.32102526052140246,-1,1
1,0.5956034506694006,0.9609127051987297,1,0
1,0.5932624262152849,0.24997707907574132,0,0
0,0.43635060922543234,0.05005682369130352,0,0
0,0.39159116401735816,0.049643093864995116,0,0
0,0.39283514718839735,0.04951190426265388,0,0
0,0.3577233271191689,0.04970659795455123,0,0
1,0.5522058286028882,0.9606759840419007,1,0
0,0.3629257891917777,0.04995067455381992,0,0
0,0.48822026874184027,0.049790083803133225,0,0
0,0.49526239692298657,0.04956137777785541,0,0
0,0.5302485690391854,0.061438517510287234,0,0
1,0.5719246702319967,0.5403524209582892,-1,1
1,0.5690251930001526,0.3608386360013352,0,0
0,0.4636080158986496,0.04989920791312032,0,0
1,0.5210925389267914,0.08558127640768257,0,0
1,0.4761439822574896,0.9595284978951945,1,0
0,0.5720596761185823,0.06187456540919134,0,0
1,0.44733689739191984,0.6650018712913865,1,0
0,0.3740461613034996,0.04999496429089142,0,0
1,0.48595510974856443,0.9610702204612341,1,0
0,0.47024086590750697,0.0725977164242291,0,0
0,0.4565650597861832,0.04942309772908547,0,0
1,0.4508403643605583,0.8871545783627084,1,0
1,0.4956838934535022,0.9592293145739557,1,0
0,0.3683792582881216,0.04948291715625895,0,0
0,0.3821728480485839,0.10137534197308484,0,0
1,0.5998208336511861,0.9609230855644715,1,0
0,0.4216620597646864,0.04951603980423774,0,0
0,0.3581610339931555,0.049920077076377696,0,0
1,0.5038708251950585,0.7942384920338421,1,0
1,0.41233658335503365,0.9609963911387014,1,0
1,0.46868546141594364,0.9596973267421381,1,0
0,0.535839989920933,0.04961005923852118,0,0
1,0.5081574452314054,0.2504967960015585,0,0
0,0.434787209703297,0.7310546964119011,1,0
1,0.5987136648222762,0.10897607044416625,0,0
1,0.36507510846043956,0.9610415246588613,1,0
1,0.4460223167487001,0.8602419045600597,1,0
0,0.39928346119339075,0.9248768185594585,1,0
1,0.42756030647151366,0.9601102601866285,1,0
1,0.3882458388276911,0.9607349151274056,1,0
0,0.5183261838451931,0.0496756459200154,0,0
0,0.415436647934103,0.049467681846027206,0,0
0,0.41232405020115914,0.05019746583417244,0,0
1,0.3796339098760987,0.960994017340892,1,0
1,0.4441171054326759,0.9417761246349834,1,0
0,0.580392562553516,0.27402102644745935,0,0
1,0.5011435890342884,0.960772707786408,1,0
0,0.3823890525878241,0.049447103569349296,0,0
1,0.4150351456356073,0.96102952438675,1,0
0,0.46137892678554293,0.10248563482078953,0,0
1,0.5112346196867639,0.9538847881094634,1,0
0,0.375584282686331,0.04971938406205456,0,0
0,0.5313912011528601,0.23993750389358479,0,0
1,0.4410184599393742,0.9578958504777453,1,0
0,0.5087722945067197,0.04964312796555332,0,0
0,0.45501921568383635,0.06488080321405958,0,0
0,0.523628902303923,0.05007994277639753,0,0
1,0.45434695871219827,0.3303416559047274,-1,1
0,0.3702007870156611,0.049517776447680475,0,0
0,0.3617495861756423,0.24863018870872466,-1,1
0,0.36468625404422966,0.5537339281304743,0,0
1,0.5841123976026326,0.8968981255895397,1,0
1,0.5956584293188161,0.9609715677643043,1,0
1,0.36895323150793763,0.4159875607188725,-1,1
1,0.5416943497430079,0.1149422380390395,0,0
1,0.4489369521751758,0.9610178969521961,1,0
1,0.6183374542617067,0.9592986367971588,1,0
0,0.4060553600848808,0.049549886563490526,0,0
0,0.395863339318224,0.0787086251170477,0,0
1,0.43842928440308887,0.37117690988380414,-1,1
1,0.3959463517879997,0.9604659162328826,1,0
1,0.438614506714079,0.9611199332652177,1,0
0,0.4695968040753382,0.04984757132412311,0,0
0,0.39401531234743514,0.04955550513272126,0,0
0,0.44457073904651173,0.04964532298250058,0,0
0,0.5678961795276704,0.05748858623822424,0,0
1,0.5893894846633714,0.9608619278644915,1,0
1,0.5528010776275629,0.8862315445277,1,0
1,0.48514142277417066,0.9610390788066036,1,0
1,0.4659530417896203,0.9610401188693927,1,0
1,0.4889579035663347,0.9610429659915948,1,0
1,0.5164150381998568,0.9609098471202068,1,0
1,0.40357647876906566,0.9609656900368458,1,0
1,0.5855828112546717,0.6735036606716392,-1,1
0,0.3791119246958161,0.049526117162342134,0,0
0,0.4183600423761118,0.3685062434070592,-1,1
0,0.3581159577044426,0.049558658579016604,0,0
0,0.3532376946481735,0.0976286578916312,0,0
0,0.42655522757826714,0.3182052281465318,-1,1
1,0.37906628585346064,0.910059808677871,1,0
1,0.47245758198806703,0.961097275596769,1,0
1,0.4689837197378209,0.9593481049205024,1,0
1,0.4026578579290011,0.9610259331524906,1,0
1,0.48374271786806133,0.9610306090431858,1,0
1,0.4863114183650759,0.9610430493447348,1,0
0,0.5579125006523246,0.18663676273150503,0,0
1,0.49259948154519295,0.38930087547742076,-1,1
1,0.3971789022537662,0.9609164276174688,1,0
0,0.38397210531489334,0.48893499544780467,-1,1
1,0.39136476907610873,0.9568814376581166,1,0
0,0.4401098856435363,0.04951304711419863,0,0
0,0.4040211484878206,0.10437349845078098,0,0
0,0.4410426771470003,0.04983042072573985,0,0
0,0.5729779331089274,0.7679337076218626,1,0
1,0.37037886742107956,0.9608229345896416,1,0
0,0.405844540341926,0.06774223039695429,0,0
0,0.47377169365077637,0.07266072003407796,0,0
0,0.580052217504894,0.04950224061423133,0,0
1,0.5625151647332369,0.5267194394923536,-1,1
1,0.4860104685242129,0.935472167141011,1,0
1,0.42670398465094506,0.2032190767410458,0,0
1,0.5130615583414073,0.8636254708833506,1,0
1,0.41701336484597623,0.9567997674944932,1,0
0,0.46296029599929306,0.34090497566798905,-1,1
0,0.37797747194796855,0.2394155398052416,-1,1
1,0.49664242897322747,0.9610605830786225,1,0
0,0.41863759317190113,0.05136827153696929,0,0
0,0.42719719183723215,0.04948197432902062,0,0
0,0.5978643891721197,0.04951331153380776,0,0
1,0.37174771713911176,0.9385766178688008,1,0
0,0.4502732490956655,0.050269378745118505,0,0
0,0.3566057565257349,0.04949894956996031,0,0
1,0.529022801795231,0.9610379956031143,1,0
1,0.4324657810351514,0.06619835472522778,0,0
1,0.500136480139482,0.09473416507946318,0,0
0,0.5976346434186951,0.04957925299926975,0,0
0,0.46608751507020924,0.5873563532181207,-1,1
0,0.3733045468257204,0.13399350325613615,0,0
0,0.3749930677187819,0.5030247966594034,-1,1
0,0.4478063301281108,0.04963742689262608,0,0
1,0.41140713103215587,0.961102323383716,1,0
0,0.4848571560749241,0.05314388178607607,0,0
0,0.6057643501120956,0.48426485985950624,-1,1
1,0.6478028188841153,0.9610367723698248,1,0
0,0.4935419953264516,0.04956181701980892,0,0
1,0.4660416900645969,0.3354406557861831,-1,1
1,0.5290630170219803,0.16119037583960427,0,0
1,0.5041783656125737,0.9607270706890414,1,0
0,0.3788905427102891,0.3018492706647661,-1,1
0,0.4350662869811732,0.05174397363799458,0,0
1,0.3731585343771686,0.9608614997514896,1,0
1,0.5411510221798828,0.9610019046903923,1,0
1,0.3781172414292035,0.9606203613953955,1,0
0,0.47946251627886743,0.04949354752628247,0,0
0,0.4332825003226532,0.05097388118588,0,0
0,0.3584959334865633,0.05634815943846315,0,0
0,0.4515186581662301,0.04946509106747125,0,0
0,0.36295419195532375,0.13407959932481095,0,0
0,0.39687742138111776,0.1251765142172133,0,0
1,0.45632974227256184,0.9610500979093891,1,0
0,0.4309706650299579,0.04952984048563151,0,0
1,0.3656241439303363,0.9608584483752446,1,0
0,0.38581981068802795,0.05299815472546927,0,0
1,0.5182985340863757,0.8568713632299311,1,0
0,0.415934733949005,0.06506402493246217,0,0
0,0.4059673557205798,0.04940821265667472,0,0
0,0.3656921663749527,0.04961033430341456,0,0
1,0.4680263269270488,0.9608401261055258,1,0
0,0.37966767559503684,0.07710864695233184,0,0
1,0.3840951401960252,0.9326364967534069,1,0
0,0.5049127491688977,0.04947432082972414,0,0
0,0.38358493391637666,0.12291779123257382,0,0
1,0.478356394404791,0.9609599390039727,1,0
1,0.5319381916818249,0.7922702707563724,1,0
1,0.4189667948064869,0.9610343485360208,1,0
1,0.5963003344353961,0.9608144814972218,1,0
1,0.6343131566968734,0.93826919319427,1,0
0,0.41964959803291046,0.04947859383526054,0,0
1,0.6066190464097357,0.9608979682306686,1,0
1,0.5291173695186039,0.29963708978129167,0,0
1,0.43924438086608664,0.9597339914320947,1,0
1,0.6151994796990128,0.9584430456837383,1,0
1,0.43434442369615567,0.9609350593078009,1,0
1,0.6210814960742386,0.9605608587594305,1,0
0,0.3689405095524901,0.0797079946913704,0,0
0,0.4110082580342008,0.05008987832596371,0,0
0,0.41415575497400653,0.04947012216520518,0,0
0,0.5900558719378843,0.07912058252916734,0,0
1,0.523591619719815,0.6315183627116323,-1,1
1,0.49452539585866423,0.9544096437786298,1,0
0,0.3839777052566582,0.04970268253142857,0,0
0,0.3997374804828009,0.04943456410678443,0,0
1,0.5699251921171242,0.8606687309607887,1,0
1,0.4759102091208795,0.9609813465102532,1,0
1,0.6031324548806596,0.9600039070122183,1,0
0,0.4241237776703323,0.8560232409965584,1,0
0,0.46131201344020634,0.05460477332811109,0,0
0,0.4402321492219353,0.04952370685134491,0,0
0,0.4237821772215035,0.8723136598307712,1,0
1,0.5659779502503144,0.8352412719343374,1,0
0,0.4430224973986246,0.049543781730046636,0,0
0,0.6109635208442478,0.049944530975244046,0,0
0,0.5232399742062299,0.04960266895131549,0,0
0,0.4662660222613139,0.05639839757973176,0,0
0,0.4942238161071994,0.8895001317830843,1,0
0,0.44997595018699454,0.06660418911655676,0,0
0,0.4702627323770455,0.050546158492741675,0,0
0,0.3620500741900424,0.19375140789281664,0,0
0,0.3539103725667908,0.7756882461731555,1,0
0,0.5059181064133128,0.05060943006159205,0,0
0,0.415695830698786,0.052751444933593065,0,0
1,0.47890440403752765,0.960939006096818,1,0
1,0.5819171412193339,0.9609452363639769,1,0
1,0.4607613735553395,0.9609232376108012,1,0
0,0.3674665091960107,0.04990175903137569,0,0
1,0.6267785501831833,0.961033400660181,1,0
1,0.5894782448726479,0.9611072849068317,1,0
1,0.3698847300215425,0.9607635793546516,1,0
0,0.5112531316377691,0.09521050887396977,0,0
1,0.3564921527572697,0.9608423627071048,1,0
0,0.5526953422261098,0.05965047654412475,0,0
0,0.48896533509147033,0.05983178261315485,0,0
1,0.5540706360871098,0.9609622368335605,1,0
1,0.6345173566215433,0.9606954549163536,1,0
0,0.3635594944746939,0.05016514989687472,0,0
1,0.5319629626879592,0.9608643401382835,1,0
1,0.5445238932464004,0.9332315957833824,1,0
0,0.46777486729018186,0.054448978964484286,0,0
1,0.44092889715025674,0.9610350516851933,1,0
1,0.5997280255705086,0.960966635064434,1,0
1,0.5269954356926434,0.9609503342830928,1,0
1,0.40370922267816156,0.9608746374044824,1,0
1,0.40546326553514467,0.9168616498340366,1,0
1,0.43768326936638224,0.9610811126624142,1,0
1,0.4471416837685834,0.9611489187748666,1,0
1,0.5850741855279449,0.9576899224837447,1,0
1,0.5605113370961632,0.6426978118654942,-1,1
1,0.5980414334454699,0.9608869507544257,1,0
0,0.4427399516896018,0.04980128357065871,0,0
1,0.5638443784106267,0.9569071494438358,1,0
0,0.4151546758697309,0.051811348141552464,0,0
0,0.5358124640884249,0.09165460674997267,0,0
1,0.5181869084415829,0.9610297694383161,1,0
1,0.4685188207751847,0.7013492640315319,1,0
1,0.39582023232235153,0.9610319789554407,1,0
1,0.534138224786566,0.9602153754452236,1,0
0,0.3949737378792914,0.7213820906746793,1,0
0,0.5131731608358173,0.22531002249054913,0,0
1,0.6012544728247011,0.8815711721469114,1,0
1,0.5268144940599694,0.9604701306920739,1,0
0,0.5328733762170667,0.1949060107983194,0,0
1,0.4461569992998728,0.9607744997053778,1,0
0,0.5500842611316576,0.04957593910046587,0,0
1,0.38112590494338267,0.9609250742505232,1,0
1,0.4760596883959801,0.961046295793193,1,0
1,0.46728457907988297,0.9609171404196464,1,0
0,0.3910361295874953,0.04950923384418614,0,0
1,0.455936080341276,0.9555552709132521,1,0
1,0.40690768562172625,0.960966905322858,1,0
0,0.4318047923332101,0.1300533483523445,0,0
0,0.4220832517917894,0.04966329407503263,0,0
0,0.4177357897065225,0.14995316134096176,0,0
1,0.40490465092686984,0.961064991718199,1,0
1,0.5025407306190108,0.9611180852860693,1,0
0,0.43793396004029184,0.3007024075959674,-1,1
0,0.4592535711937318,0.04958371317693252,0,0
1,0.4517273706107918,0.961121644332882,1,0
1,0.42386999686036403,0.9608113743770409,1,0
1,0.6205686523397856,0.9609759956189375,1,0
0,0.380546808218695,0.05019947622889787,0,0
1,0.49983393994677944,0.9605916520985739,1,0
1,0.437223495188767,0.9608085455855225,1,0
1,0.4320693547858363,0.32180077488294695,-1,1
1,0.5092541864822604,0.958543509321611,1,0
1,0.5681846999995451,0.3092476028654031,0,0
0,0.4140531062634109,0.46955153087709517,-1,1
0,0.5424770426773534,0.05046890231781331,0,0
1,0.43196666437156933,0.9603751643973283,1,0
1,0.47167922355124026,0.9607581622419801,1,0
0,0.4033727580684816,0.05315565427749447,0,0
1,0.46008715265605454,0.9593290564364522,1,0
1,0.6078223390349082,0.9607448674729071,1,0
0,0.5609157582937729,0.04947800360726158,0,0
0,0.4413248756104058,0.5614572754649814,-1,1
1,0.4804812530857944,0.9610493613161573,1,0
0,0.48434098902373257,0.049587390226109154,0,0
0,0.5579996231974452,0.054272053467813136,0,0
1,0.3633549815969512,0.16496676714926928,0,0
1,0.598268086662758,0.961035346143324,1,0
0,0.44225688541099517,0.05253985827524014,0,0
1,0.42995818445065126,0.96105642117394,1,0
0,0.4900157270037609,0.05012267977151123,0,0
0,0.5290423598602347,0.04965911123189034,0,0
1,0.622342129356647,0.5411361614648954,-1,1
1,0.4698936515898193,0.1380097446522852,0,0
1,0.48195055519922675,0.9609617869417326,1,0
0,0.48092337467086205,0.05044445988718156,0,0
1,0.37131038251396825,0.9555281775224184,1,0
0,0.4850181396037072,0.05003360119034144,0,0
1,0.6304284522120124,0.9611279330345507,1,0
1,0.48602759779794696,0.961020143809792,1,0
1,0.5524778955588721,0.9601435548763564,1,0
1,0.4346104827493297,0.9608429335241813,1,0
1,0.5216966063132497,0.96051145600189,1,0
1,0.36223399647183346,0.9605838361565937,1,0
0,0.4062061050769642,0.049511039415336786,0,0
1,0.4332703788902721,0.961084246567217,1,0
0,0.43444069660612156,0.15868646314763182,0,0
0,0.4456278436671612,0.05566774816196493,0,0
0,0.39775406084432113,0.15273005238254514,0,0
0,0.4729327423173663,0.13320450592747696,0,0
0,0.5026427662632587,0.04975819438463439,0,0
0,0.46339915351613964,0.04953961860799263,0,0
1,0.3988882580802419,0.9608405096151792,1,0
1,0.5912968868477291,0.9603525562543537,1,0
1,0.38416508938772354,0.1649047705248922,0,0
0,0.4594589157689535,0.6330894572034828,1,0
1,0.41099168152261517,0.9610239157731915,1,0
1,0.4638452464655816,0.8866454567326015,1,0
1,0.5562886059985801,0.9606496916235395,1,0
1,0.39386798365595277,0.960954419361193,1,0
0,0.3582041674249359,0.04953951105343216,0,0
0,0.5159775085807904,0.049541451164175666,0,0
1,0.4982065057304671,0.9604736529910276,1,0
0,0.6019537217001516,0.32818558801403785,0,0
1,0.5674888242420136,0.24228826831130199,0,0
0,0.588320391036329,0.07316190330024866,0,0
0,0.4256998866646191,0.07663990507238214,0,0
1,0.42933526092512564,0.9611035523304904,1,0
0,0.45461681856688,0.0494738338724177,0,0
1,0.4627863064347913,0.9606612763976461,1,0
1,0.5237514491540446,0.6562707730309572,-1,1
1,0.3973757404826977,0.9610972746090448,1,0
0,0.3905321762811875,0.05053505488220099,0,0
1,0.498492632235655,0.9608129789392967,1,0
1,0.6100702554473358,0.9556829565821636,1,0
1,0.5762129740601193,0.9507466639460058,1,0
0,0.41846483803396045,0.049457005586155164,0,0
1,0.496108333870504,0.9610872880495677,1,0
0,0.3574827390684317,0.05018751491494719,0,0
1,0.4476185063274997,0.7551866943559508,1,0
1,0.6061615823593876,0.8627846998388052,1,0
1,0.4236328317414198,0.9609196997570159,1,0
1,0.5417087011660676,0.9610496322386183,1,0
1,0.44231469226018294,0.9609283837771306,1,0
0,0.3695136738843903,0.3726293088390428,-1,1
0,0.3620624994165793,0.4344808442068068,-1,1
1,0.4834508272110699,0.9608540841199852,1,0
1,0.5057358083954561,0.060319365701837775,0,0
1,0.418231023394356,0.9610376255838381,1,0
1,0.5075082936903037,0.8500696786361592,1,0
1,0.39405786968823114,0.19795936153800875,0,0
1,0.51035104774263,0.10600099310002808,0,0
0,0.5726730818918945,0.21303980737118133,0,0
1,0.5135369951707331,0.9610714278222766,1,0
0,0.5134413776815226,0.049490598368651086,0,0
0,0.49972788926309714,0.05055439197558821,0,0
0,0.4185717096974058,0.049669968031043524,0,0
